Blastx evalue	Query ID	Protein Description	Count	Taxonomy	Tax ID	Rep ID	Target	Chromosome	UGA-SECIS	Free Energy
2e-10	lcl|UniRef50_H2B641	Glutathione peroxidase	n=8	Tax=Protostomia	TaxID=33317	RepID=H2B641_9MAXI	Dicrateria_rotunda_var_MicroPolar_03_F24PG5_RCC4501.mainGenome.fasta	scaffold_235 Strand: -	438	-32.8
4e-04	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Dicrateria_rotunda_var_MicroPolar_03_F24PG5_RCC4501.mainGenome.fasta	scaffold_12 Strand: +	62	-28.2
e-116	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Dicrateria_rotunda_var_MicroPolar_03_F24PG5_RCC4501.mainGenome.fasta	scaffold_67 Strand: +	81	-30.3
1e-50	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Dicrateria_rotunda_var_MicroPolar_03_F24PG5_RCC4501.mainGenome.fasta	scaffold_1 Strand: +	109	-26.5
3e-22	lcl|UniRef50_A0A6I9HQS4	Glutathione peroxidase	n=10	Tax=Amniota	TaxID=32524	RepID=A0A6I9HQS4_GEOFO	Dicrateria_rotunda_var_MicroPolar_03_F24PG5_RCC4501.mainGenome.fasta	scaffold_38 Strand: +	442	-26.0
3e-78	lcl|UniRef50_F0YC47	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YC47_AURAN	Dicrateria_rotunda_var_MicroPolar_03_F24PG5_RCC4501.mainGenome.fasta	scaffold_511 Strand: +	569	-23.8
7e-15	lcl|UniRef50_A0A2W4HUN7	Peptide methionine sulfoxide reductase MsrA	n=1	Tax=Candidatus	TaxID=2052166	RepID=A0A2W4HUN7_9BACT	Dicrateria_rotunda_var_MicroPolar_03_F24PG5_RCC4501.mainGenome.fasta	scaffold_132 Strand: +	608	-15.9
7e-08	lcl|UniRef50_L7WGA7	Type II iodothyronine deiodinase	n=21	Tax=Vertebrata	TaxID=7742	RepID=IOD2_PETMA	Dicrateria_rotunda_var_MicroPolar_03_F24PG5_RCC4501.mainGenome.fasta	scaffold_44 Strand: +	476	-22.4
5e-25	lcl|UniRef50_A0A3M2ATG8	Peptide methionine sulfoxide reductase MsrA	n=21	Tax=cellular	TaxID=131567	RepID=A0A3M2ATG8_9BACT	Dicrateria_rotunda_var_MicroPolar_03_F24PG5_RCC4501.mainGenome.fasta	scaffold_373 Strand: +	552	-24.3
1e-09	lcl|UniRef50_A0A1S3H6N6	selenoprotein M-like	n=10	Tax=Protostomia	TaxID=33317	RepID=A0A1S3H6N6_LINUN	Dicrateria_rotunda_var_MicroPolar_03_F24PG5_RCC4501.mainGenome.fasta	scaffold_32 Strand: +	569	-39.8
3e-17	lcl|UniRef50_F0YKK3	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YKK3_AURAN	Dicrateria_rotunda_var_MicroPolar_03_F24PG5_RCC4501.mainGenome.fasta	scaffold_90 Strand: +	357	-24.7
4e-39	lcl|UniRef50_Q0BZB3	Selenoprotein	n=3	Tax=Hyphomonas	TaxID=85	RepID=Q0BZB3_HYPNA	Dicrateria_rotunda_var_MicroPolar_03_F24PG5_RCC4501.mainGenome.fasta	scaffold_472 Strand: -	622	-21.2
1e-20	lcl|UniRef50_F0YAQ3	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YAQ3_AURAN	Dicrateria_rotunda_var_MicroPolar_03_F24PG5_RCC4501.mainGenome.fasta	scaffold_309 Strand: -	863	-18.1
8e-52	lcl|UniRef50_UPI000C765B6A	glutathione peroxidase 2-like	n=1	Tax=Eurytemora	TaxID=88015	RepID=UPI000C765B6A	Dicrateria_rotunda_var_MicroPolar_03_F24PG5_RCC4501.mainGenome.fasta	scaffold_4 Strand: +	563	-26.7
6e-47	lcl|UniRef50_A0A6P8IP98	Glutathione peroxidase	n=4	Tax=Eukaryota	TaxID=2759	RepID=A0A6P8IP98_ACTTE	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_5 Strand: +	516	-28.3
2e-11	lcl|UniRef50_H2B641	Glutathione peroxidase	n=8	Tax=Protostomia	TaxID=33317	RepID=H2B641_9MAXI	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_23 Strand: -	438	-32.8
2e-11	lcl|UniRef50_H2B641	Glutathione peroxidase	n=8	Tax=Protostomia	TaxID=33317	RepID=H2B641_9MAXI	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_58 Strand: -	438	-32.8
4e-04	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_3 Strand: -	62	-28.2
4e-04	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_6 Strand: -	62	-28.2
e-115	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_13 Strand: -	82	-29.3
e-115	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_14 Strand: +	82	-29.3
5e-27	lcl|UniRef50_A8JGP7	Selenoprotein H	n=4	Tax=core	TaxID=2692248	RepID=A8JGP7_CHLRE	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_3 Strand: +	283	-19.4
5e-27	lcl|UniRef50_A8JGP7	Selenoprotein H	n=4	Tax=core	TaxID=2692248	RepID=A8JGP7_CHLRE	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_6 Strand: +	283	-19.4
3e-50	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_4 Strand: -	109	-26.5
3e-50	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_31 Strand: -	109	-26.5
3e-78	lcl|UniRef50_F0YC47	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YC47_AURAN	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_26 Strand: -	569	-23.8
2e-13	lcl|UniRef50_A0A2W4HUN7	Peptide methionine sulfoxide reductase MsrA	n=1	Tax=Candidatus	TaxID=2052166	RepID=A0A2W4HUN7_9BACT	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_3 Strand: +	608	-15.9
2e-13	lcl|UniRef50_A0A2W4HUN7	Peptide methionine sulfoxide reductase MsrA	n=1	Tax=Candidatus	TaxID=2052166	RepID=A0A2W4HUN7_9BACT	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_6 Strand: +	608	-15.9
3e-26	lcl|UniRef50_A0A3M2ATG8	Peptide methionine sulfoxide reductase MsrA	n=21	Tax=cellular	TaxID=131567	RepID=A0A3M2ATG8_9BACT	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_18 Strand: -	552	-24.3
4e-23	lcl|UniRef50_A0A6I9HQS4	Glutathione peroxidase	n=10	Tax=Amniota	TaxID=32524	RepID=A0A6I9HQS4_GEOFO	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_1 Strand: -	444	-28.4
1e-09	lcl|UniRef50_A0A1S3H6N6	selenoprotein M-like	n=10	Tax=Protostomia	TaxID=33317	RepID=A0A1S3H6N6_LINUN	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_7 Strand: +	569	-39.8
4e-39	lcl|UniRef50_Q0BZB3	Selenoprotein	n=3	Tax=Hyphomonas	TaxID=85	RepID=Q0BZB3_HYPNA	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_61 Strand: +	641	-21.2
4e-39	lcl|UniRef50_Q0BZB3	Selenoprotein	n=3	Tax=Hyphomonas	TaxID=85	RepID=Q0BZB3_HYPNA	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_62 Strand: +	641	-21.2
1e-20	lcl|UniRef50_F0YAQ3	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YAQ3_AURAN	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_64 Strand: -	902	-18.1
8e-52	lcl|UniRef50_UPI000C765B6A	glutathione peroxidase 2-like	n=1	Tax=Eurytemora	TaxID=88015	RepID=UPI000C765B6A	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_11 Strand: +	562	-30.1
8e-52	lcl|UniRef50_UPI000C765B6A	glutathione peroxidase 2-like	n=1	Tax=Eurytemora	TaxID=88015	RepID=UPI000C765B6A	Dicrateria_rotunda_var_RCC704.mainGenome.fasta	scaffold_12 Strand: +	562	-30.1
4e-12	lcl|UniRef50_C1MNW8	Glutaredoxin-dependent peroxiredoxin	n=12	Tax=Eukaryota	TaxID=2759	RepID=C1MNW8_MICPC	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_275 Strand: +	260	-29.2
4e-12	lcl|UniRef50_C1MNW8	Glutaredoxin-dependent peroxiredoxin	n=12	Tax=Eukaryota	TaxID=2759	RepID=C1MNW8_MICPC	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_300 Strand: +	260	-29.2
4e-12	lcl|UniRef50_C1MNW8	Glutaredoxin-dependent peroxiredoxin	n=12	Tax=Eukaryota	TaxID=2759	RepID=C1MNW8_MICPC	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_117 Strand: +	263	-24.5
4e-12	lcl|UniRef50_C1MNW8	Glutaredoxin-dependent peroxiredoxin	n=12	Tax=Eukaryota	TaxID=2759	RepID=C1MNW8_MICPC	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_118 Strand: +	263	-24.5
6e-34	lcl|UniRef50_A0A6P7TLX9	Glutathione peroxidase	n=4	Tax=Octopus	TaxID=6643	RepID=A0A6P7TLX9_OCTVU	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_33 Strand: -	440	-39.9
6e-34	lcl|UniRef50_A0A6P7TLX9	Glutathione peroxidase	n=4	Tax=Octopus	TaxID=6643	RepID=A0A6P7TLX9_OCTVU	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_51 Strand: -	440	-39.9
6e-34	lcl|UniRef50_A0A6P7TLX9	Glutathione peroxidase	n=4	Tax=Octopus	TaxID=6643	RepID=A0A6P7TLX9_OCTVU	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_269 Strand: -	440	-39.9
1e-20	lcl|UniRef50_H2B641	Glutathione peroxidase	n=8	Tax=Protostomia	TaxID=33317	RepID=H2B641_9MAXI	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_107 Strand: -	409	-25.2
1e-20	lcl|UniRef50_H2B641	Glutathione peroxidase	n=8	Tax=Protostomia	TaxID=33317	RepID=H2B641_9MAXI	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_350 Strand: -	409	-25.2
3e-28	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_13 Strand: -	59	-20.2
3e-28	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_24 Strand: +	59	-20.2
3e-28	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_54 Strand: +	59	-20.2
1e-27	lcl|UniRef50_F0Y4K6	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0Y4K6_AURAN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_48 Strand: +	225	-37.0
1e-27	lcl|UniRef50_F0Y4K6	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0Y4K6_AURAN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_50 Strand: +	225	-37.0
2e-46	lcl|UniRef50_A0A6P4ZHE4	Glutathione peroxidase	n=11	Tax=Eumetazoa	TaxID=6072	RepID=A0A6P4ZHE4_BRABE	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_3 Strand: -	546	-26.6
2e-46	lcl|UniRef50_A0A6P4ZHE4	Glutathione peroxidase	n=11	Tax=Eumetazoa	TaxID=6072	RepID=A0A6P4ZHE4_BRABE	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_31 Strand: -	546	-26.6
2e-46	lcl|UniRef50_A0A6P4ZHE4	Glutathione peroxidase	n=11	Tax=Eumetazoa	TaxID=6072	RepID=A0A6P4ZHE4_BRABE	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_798 Strand: -	540	-26.6
2e-46	lcl|UniRef50_A0A6P4ZHE4	Glutathione peroxidase	n=11	Tax=Eumetazoa	TaxID=6072	RepID=A0A6P4ZHE4_BRABE	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_799 Strand: -	540	-26.6
1e-11	lcl|UniRef50_F0YJ25	Selenoprotein	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YJ25_AURAN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_110 Strand: -	258	-33.7
1e-11	lcl|UniRef50_F0YJ25	Selenoprotein	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YJ25_AURAN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_138 Strand: -	258	-33.7
e-128	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_34 Strand: +	137	-22.8
e-128	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_157 Strand: +	137	-22.8
e-128	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_212 Strand: +	137	-22.8
e-128	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_213 Strand: +	137	-22.8
7e-37	lcl|UniRef50_F0YAQ3	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YAQ3_AURAN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_272 Strand: -	1564	-18.5
7e-37	lcl|UniRef50_F0YAQ3	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YAQ3_AURAN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_273 Strand: -	1564	-18.5
1e-15	lcl|UniRef50_A0A1S3J7B4	Iodothyronine deiodinase	n=2	Tax=Lingula	TaxID=7574	RepID=A0A1S3J7B4_LINUN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_158 Strand: -	520	-15.7
1e-15	lcl|UniRef50_A0A1S3J7B4	Iodothyronine deiodinase	n=2	Tax=Lingula	TaxID=7574	RepID=A0A1S3J7B4_LINUN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_163 Strand: -	520	-15.7
5e-35	lcl|UniRef50_F0Y491	Peptide-methionine (S)-S-oxide reductase (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0Y491_AURAN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_29 Strand: -	460	-13.7
5e-35	lcl|UniRef50_F0Y491	Peptide-methionine (S)-S-oxide reductase (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0Y491_AURAN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_37 Strand: +	460	-13.7
7e-37	lcl|UniRef50_F0YAQ3	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YAQ3_AURAN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_40 Strand: +	1564	-19.5
9e-37	lcl|UniRef50_F0YFW7	Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YFW7_AURAN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_40 Strand: +	577	-21.4
9e-37	lcl|UniRef50_F0YFW7	Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YFW7_AURAN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_141 Strand: +	577	-21.4
9e-37	lcl|UniRef50_F0YFW7	Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YFW7_AURAN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_142 Strand: +	577	-21.4
9e-37	lcl|UniRef50_F0YFW7	Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YFW7_AURAN	Ochrosphaera_ochrosphaera_sp_CCMP3194.mainGenome.fasta	scaffold_387 Strand: +	577	-21.4
9e-18	lcl|UniRef50_F0YA04	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YA04_AURAN	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_43 Strand: +	452	-14.4
1e-48	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_19 Strand: +	71	-21.7
3e-18	lcl|UniRef50_A0A145P6R4	Glutathione peroxidase (Fragment)	n=15	Tax=Eukaryota	TaxID=2759	RepID=A0A145P6R4_PORTR	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_21 Strand: -	876	-31.3
4e-76	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_83 Strand: +	113	-34.5
3e-43	lcl|UniRef50_A0A7C1HP91	Arsenite methyltransferase	n=4	Tax=Desulfonatronum	TaxID=66848	RepID=A0A7C1HP91_9DELT	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_271 Strand: +	627	-17.3
6e-30	lcl|UniRef50_C1MRX5	Selenoprotein	n=1	Tax=Micromonas	TaxID=564608	RepID=C1MRX5_MICPC	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_349 Strand: +	293	-26.8
1e-12	lcl|UniRef50_F0YKK3	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YKK3_AURAN	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_149 Strand: +	284	-22.9
0.0	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_128 Strand: -	118	-16.3
3e-43	lcl|UniRef50_A0A7C1HP91	Arsenite methyltransferase	n=4	Tax=Desulfonatronum	TaxID=66848	RepID=A0A7C1HP91_9DELT	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_271 Strand: +	901	-12.5
4e-32	lcl|UniRef50_A0A6P7TGF8	Glutathione peroxidase	n=7	Tax=Protostomia	TaxID=33317	RepID=A0A6P7TGF8_OCTVU	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_358 Strand: +	497	-25.1
3e-09	lcl|UniRef50_Q2QEI3	Type I iodothyronine deiodinase	n=8	Tax=Amphibia	TaxID=8292	RepID=IOD1_XENLA	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_63 Strand: +	472	-13.1
4e-24	lcl|UniRef50_A0A6P7TLX9	Glutathione peroxidase	n=4	Tax=Octopus	TaxID=6643	RepID=A0A6P7TLX9_OCTVU	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_26 Strand: -	418	-10.8
3e-55	lcl|UniRef50_Q50KB1	Protein disulfide-isomerase-like protein EhSep2	n=18	Tax=Eukaryota	TaxID=2759	RepID=SEP2_EMIHU	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_75 Strand: +	687	-28.4
5e-75	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_152 Strand: -	119	-32.1
1e-42	lcl|UniRef50_C1MNW8	Glutaredoxin-dependent peroxiredoxin	n=12	Tax=Eukaryota	TaxID=2759	RepID=C1MNW8_MICPC	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_339 Strand: +	464	-20.6
2e-23	lcl|UniRef50_A0A1R2BPT3	Glutathione peroxidase	n=2	Tax=Stentor	TaxID=5963	RepID=A0A1R2BPT3_9CILI	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_73 Strand: -	438	-25.0
1e-38	lcl|UniRef50_F0Y491	Peptide-methionine (S)-S-oxide reductase (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0Y491_AURAN	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_465 Strand: -	472	-20.7
2e-33	lcl|UniRef50_A0SWV9	Glutathione peroxidase	n=4	Tax=Opisthorchiidae	TaxID=6196	RepID=A0SWV9_CLOSI	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_110 Strand: -	436	-21.2
5e-22	lcl|UniRef50_F0Y2G1	Peptide-methionine (S)-S-oxide reductase (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0Y2G1_AURAN	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_528 Strand: -	452	-23.2
4e-39	lcl|UniRef50_P07203	Glutathione peroxidase 1	n=556	Tax=cellular	TaxID=131567	RepID=GPX1_HUMAN	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_1 Strand: -	530	-16.8
9e-24	lcl|UniRef50_Q00277	Glutathione peroxidase	n=11	Tax=Schistosomatidae	TaxID=31245	RepID=GPX1_SCHMA	Prymnesium_kappa_var_UIO034.mainGenome.fasta	scaffold_231 Strand: -	1566	-15.9
2e-28	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Prymnesium_platychrysis_sp_CCMP1217.mainGenome.fasta	scaffold_128 Strand: +	96	-23.0
1e-94	lcl|UniRef50_Q50KB1	Protein disulfide-isomerase-like protein EhSep2	n=18	Tax=Eukaryota	TaxID=2759	RepID=SEP2_EMIHU	Prymnesium_platychrysis_sp_CCMP1217.mainGenome.fasta	scaffold_101 Strand: -	594	-19.8
7e-95	lcl|UniRef50_Q50KB1	Protein disulfide-isomerase-like protein EhSep2	n=18	Tax=Eukaryota	TaxID=2759	RepID=SEP2_EMIHU	Prymnesium_platychrysis_sp_CCMP1217.mainGenome.fasta	scaffold_203 Strand: +	594	-19.8
4e-45	lcl|UniRef50_A0A6P4ZHE4	Glutathione peroxidase	n=11	Tax=Eumetazoa	TaxID=6072	RepID=A0A6P4ZHE4_BRABE	Prymnesium_platychrysis_sp_CCMP1217.mainGenome.fasta	scaffold_621 Strand: +	568	-21.6
3e-43	lcl|UniRef50_A0A6P4ZHE4	Glutathione peroxidase	n=11	Tax=Eumetazoa	TaxID=6072	RepID=A0A6P4ZHE4_BRABE	Prymnesium_platychrysis_sp_CCMP1217.mainGenome.fasta	scaffold_901 Strand: -	563	-21.6
1e-57	lcl|UniRef50_Q9VKY8	Selenide, water dikinase 2	n=57	Tax=Schizophora	TaxID=43738	RepID=SPS2_DROME	Prymnesium_platychrysis_sp_CCMP1217.mainGenome.fasta	scaffold_434 Strand: -	1059	-21.2
7e-08	lcl|UniRef50_A0A6J1V2X9	Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes	n=8	Tax=Amniota	TaxID=32524	RepID=A0A6J1V2X9_9SAUR	Prymnesium_platychrysis_sp_CCMP1217.mainGenome.fasta	scaffold_336 Strand: -	972	-19.3
5e-13	lcl|UniRef50_F0YFW7	Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YFW7_AURAN	Prymnesium_platychrysis_sp_CCMP1217.mainGenome.fasta	scaffold_880 Strand: +	976	-13.3
0.0	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Prymnesium_platychrysis_sp_CCMP1217.mainGenome.fasta	scaffold_328 Strand: +	109	-15.8
0.0	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Prymnesium_platychrysis_sp_CCMP1217.mainGenome.fasta	scaffold_1365 Strand: -	109	-15.8
2e-11	lcl|UniRef50_A0A3M1JU74	Thioredoxin-dependent thiol peroxidase	n=1	Tax=Candidatus	TaxID=2026760	RepID=A0A3M1JU74_9BACT	Prymnesium_platychrysis_sp_CCMP1217.mainGenome.fasta	scaffold_121 Strand: +	421	-13.7
2e-11	lcl|UniRef50_A0A3M1JU74	Thioredoxin-dependent thiol peroxidase	n=1	Tax=Candidatus	TaxID=2026760	RepID=A0A3M1JU74_9BACT	Prymnesium_platychrysis_sp_CCMP1217.mainGenome.fasta	scaffold_573 Strand: +	421	-13.7
